sample	newcode	beta1	beta2	beta3	beta4	beta5	beta6	beta7	beta8	beta9	sigma
18	34	.046583001	.00087390002	.064450003	-.0006112	-1.3561	-.11469	-1.2199	-.030512	-.90464997	.13731
19	34	.045203999	.0025201	.064245	-.00060999999	-1.3593	-.10719	-1.1849	-.027524	-.90302998	.13637
20	34	.045694001	.0010169999	.064750999	-.00061470002	-1.3592	-.11746	-1.2112	-.030937999	-.89371002	.13722
21	34	.046085	.0017326	.064723998	-.00061520003	-1.3584	-.11007	-1.1964	-.023747999	-.89552999	.13644999
22	34	.046344001	.00079090003	.065190002	-.00062190002	-1.3613	-.11254	-1.2156	-.029522	-.88854998	.13708
23	34	.045327	.0032048	.064498998	-.00061390002	-1.3501	-.10809	-1.2134	-.030296	-.90442997	.13737001
24	34	.046342999	.00082120002	.064882003	-.00061599998	-1.3539	-.11047	-1.2269	-.033883002	-.90612	.13675
25	34	.045396	.0013779	.063617997	-.00060189998	-1.3674001	-.11318	-1.1998	-.027584	-.91711998	.13653
26	34	.045963001	.0013825	.064456999	-.0006119	-1.3626	-.10991	-1.1944	-.024922	-.89993	.13637
27	34	.046712998	.0010187	.064011998	-.00060700002	-1.3533	-.10973	-1.2102	-.028681999	-.91491002	.13624001
28	34	.045318	.0022413	.065178998	-.00062020001	-1.3461	-.11133	-1.2132	-.026743	-.89292997	.13683
29	34	.047127999	.0015207001	.062946998	-.0005957	-1.3601	-.11307	-1.2302999	-.030603001	-.90749002	.13743
30	34	.046719	.001166	.064171001	-.00061009999	-1.3485	-.1109	-1.198	-.025588	-.8973	.13765
31	34	.043719999	.0036396	.065102004	-.0006186	-1.3561	-.11221	-1.1839	-.030106001	-.89377999	.13665999
32	34	.045784	.0023185001	.064493999	-.00061430002	-1.3392	-.10601	-1.206	-.02479	-.89358002	.13685
33	34	.046500999	-.0002448	.065306999	-.00062100001	-1.3552999	-.10932	-1.2039	-.026384	-.90849	.13658001
34	34	.045711	.0022112001	.063134998	-.00059860002	-1.3611	-.10713	-1.1868	-.026687	-.90438998	.13743
