sample	newcode	beta1	beta2	beta3	beta4	beta5	beta6	beta7	beta8	beta9	sigma
21	9	.039914999	.038791999	.046131998	-.00049000001	-.78828001	-.16935	-.58674002	0	0	.21286
22	9	.042027999	.037099	.047853999	-.0005122	-.82771999	-.17352	-.58972001	0	0	.21509001
23	9	.039624002	.036548	.046438001	-.00049399998	-.80366999	-.17704	-.62037998	0	0	.21503
24	9	.041599002	.036288999	.047775	-.00050750002	-.79122001	-.1726	-.60216999	0	0	.21389
25	9	.042936999	.034226999	.042551	-.00044810001	-.80610001	-.16716	-.62336999	0	0	.21674
26	9	.040746	.041464001	.043653999	-.00046509999	-.81401998	-.16553999	-.60852998	0	0	.2119
27	9	.041161999	.035851002	.047270998	-.00050239998	-.79311001	-.17337	-.62345999	0	0	.21371999
28	9	.042328998	.035169002	.046831999	-.00049479998	-.81312001	-.16915999	-.60193998	0	0	.2175
29	9	.040371999	.038520001	.046317	-.00049240002	-.84381998	-.17632	-.60562003	0	0	.21414
30	9	.040002	.039521001	.043857999	-.00046079999	-.83219999	-.17724	-.60126001	0	0	.21321
31	9	.040495001	.037236001	.048939001	-.0005196	-.82524002	-.17451	-.59170997	0	0	.21448
32	9	.039802998	.038045999	.043889999	-.00046390001	-.83582997	-.17829999	-.62519002	0	0	.21483999
33	9	.040449001	.040541999	.047931999	-.00051290001	-.82375002	-.17369001	-.58082002	0	0	.21403
34	9	.041512001	.037241001	.046884999	-.00050219998	-.79754001	-.16937999	-.61385	0	0	.21482
35	9	.038279001	.040670998	.046238001	-.00049110001	-.79872	-.17399999	-.59618002	0	0	.21769001
36	9	.037919998	.041889999	.048804998	-.00052	-.80735999	-.17264999	-.61813998	0	0	.21766999
37	9	.039997999	.037328999	.045449998	-.00047900001	-.81202	-.17849	-.59698999	0	0	.21529999
38	9	.042171001	.036187999	.048712	-.0005198	-.83819997	-.17618001	-.60481	0	0	.21439999
39	9	.040332001	.039342001	.045439001	-.00047960001	-.80826002	-.16754	-.59377003	0	0	.21477
40	9	.038865	.039808001	.045031	-.00048069999	-.79767001	-.17281	-.60887998	0	0	.21662
41	9	.042681001	.034295999	.046624999	-.00049469998	-.81432998	-.17917	-.60225999	0	0	.2172
42	9	.039655998	.038950998	.045634001	-.0004852	-.83737999	-.17931999	-.61827999	0	0	.21431001
43	9	.040902998	.038592	.045951001	-.0004895	-.82273	-.17098001	-.59336001	0	0	.21431001
44	9	.039592002	.040070001	.041866001	-.00044040001	-.81484997	-.16708	-.62304997	0	0	.21491
45	9	.038201001	.040139999	.045600001	-.00048469999	-.8179	-.17461	-.61195999	0	0	.21363001
46	9	.039788999	.035489999	.047621001	-.0005048	-.84152001	-.17982	-.60288	0	0	.21612
47	9	.039659999	.036013	.043822002	-.00046099999	-.79759997	-.1716	-.61642998	0	0	.21445
48	9	.038965002	.040832002	.046096001	-.00049100001	-.81812	-.16948	-.62171	0	0	.21562999
49	9	.040564001	.037976999	.047153	-.00049880001	-.80075002	-.16819	-.63488001	0	0	.21452001
50	9	.040123001	.037526	.044489998	-.0004669	-.79332	-.16893999	-.60092998	0	0	.2159
51	9	.040506002	.040082999	.045178998	-.00047960001	-.80597001	-.17301001	-.59864002	0	0	.21309
52	9	.042254001	.035705999	.045963001	-.00048779999	-.83512998	-.17416	-.58499998	0	0	.21584
53	9	.040902998	.039423998	.046147998	-.00049230002	-.79514003	-.17346001	-.58990002	0	0	.21826001
54	9	.042358	.036770999	.048264001	-.00051879999	-.79931003	-.16497	-.62041003	0	0	.21536
55	9	.039179001	.040867999	.044705	-.00047110001	-.79185998	-.17027999	-.59062999	0	0	.21397001
56	9	.039168	.039870001	.046147	-.00048829999	-.83415997	-.17523	-.59075999	0	0	.21481
57	9	.041482002	.037275001	.045880999	-.0004849	-.81015998	-.17109001	-.59921998	0	0	.21532001
58	9	.038890999	.041161999	.047327001	-.00050720002	-.77873999	-.17046	-.58934999	0	0	.21620999
59	9	.040573999	.039025001	.04843	-.00051739998	-.79912001	-.16954	-.61206001	0	0	.21566001
60	9	.041232999	.042473	.049387001	-.00053149997	-.78753	-.17564	-.59682	0	0	.21355
61	9	.039804	.039664	.048507001	-.00051609997	-.79974997	-.16912	-.58933002	0	0	.2157
62	9	.041813999	.038646001	.048710998	-.00052609999	-.81702	-.17644	-.58090001	0	0	.21672
63	9	.040367	.038559001	.046606999	-.00049429998	-.79931998	-.1714	-.60087001	0	0	.21746001
64	9	.03971	.038451001	.046436999	-.00049170002	-.81383002	-.17462	-.62998003	0	0	.21333
65	9	.040766001	.039790001	.044075001	-.00046810001	-.80021	-.17278001	-.60538	0	0	.21449
66	9	.039106999	.039873999	.044160999	-.00046839999	-.79003	-.17201	-.58718997	0	0	.21572
67	9	.043815002	.036180999	.044721	-.00047689999	-.7899	-.17065001	-.60272998	0	0	.21263
68	9	.039673999	.040594999	.047228999	-.00050570001	-.80107999	-.16802	-.59724998	0	0	.21726
69	9	.040217001	.03602	.043354001	-.00045729999	-.78852999	-.1629	-.62572998	0	0	.21525
70	9	.039508998	.036970999	.049690999	-.00053000002	-.80954999	-.17467	-.60122001	0	0	.21486001
71	9	.039831001	.038608	.046087001	-.00048789999	-.79550999	-.17315	-.59319001	0	0	.21287
72	9	.041650001	.038128	.044766001	-.00047480001	-.80132002	-.163	-.60077	0	0	.21373001
73	9	.041060001	.036690999	.046427	-.0004971	-.79258001	-.17351	-.59373999	0	0	.21427999
74	9	.042227	.036644999	.047876	-.00050849997	-.78087002	-.16884001	-.6045	0	0	.21252
75	9	.039087001	.038451999	.048356999	-.00051490002	-.80549997	-.17209999	-.60908997	0	0	.21442001
76	9	.03774	.038784001	.045363002	-.00048029999	-.82848001	-.17366	-.61317998	0	0	.21382999
77	9	.041744001	.036306001	.046123002	-.0004893	-.78248	-.16809	-.60342997	0	0	.21444
78	9	.040552001	.038720001	.045010999	-.00047599999	-.79464	-.16665	-.59197998	0	0	.21522
79	9	.041604001	.033886999	.048882	-.00052190002	-.81866997	-.17847	-.59372997	0	0	.21458
80	9	.040270001	.036031999	.047993999	-.0005121	-.80615002	-.17309	-.61116999	0	0	.21742
81	9	.040766001	.035073999	.04685	-.00049609999	-.80422002	-.17587	-.60231	0	0	.21586999
82	9	.040507998	.035672002	.048096001	-.00051360001	-.81823999	-.16689999	-.63080001	0	0	.21437
83	9	.039317001	.039937999	.044627	-.0004699	-.81295002	-.16718	-.60232002	0	0	.2139
84	9	.040929001	.033812001	.044473998	-.00046820001	-.81026	-.17358001	-.60420001	0	0	.21605
85	9	.04284	.03709	.044415999	-.0004742	-.80829	-.17964	-.57977998	0	0	.21375
86	9	.039926	.039971001	.044946	-.000478	-.82292998	-.16785	-.60522997	0	0	.21168
87	9	.040952999	.037946999	.044339001	-.00046929999	-.78684998	-.17319	-.60206002	0	0	.21263
88	9	.042144999	.036959	.046023	-.0004886	-.84285998	-.17445	-.61159003	0	0	.21504
89	9	.040906999	.039647002	.048934001	-.00052270002	-.81418997	-.17284	-.59412998	0	0	.21631999
90	9	.039852001	.039682999	.044714998	-.00047540001	-.79929	-.16561	-.62026	0	0	.21714
91	9	.039434001	.036922	.044229999	-.00047180001	-.83520001	-.17030001	-.62063003	0	0	.21367
92	9	.041855998	.038915001	.046202999	-.000489	-.80956	-.16543999	-.59632999	0	0	.21387
93	9	.040201999	.040201001	.047911	-.00051059999	-.79286999	-.17743	-.60468	0	0	.21593
94	9	.040771	.039834999	.045205999	-.00048019999	-.81786001	-.17107999	-.59729999	0	0	.21563999
95	9	.040429998	.039567001	.046902999	-.0005045	-.82699001	-.17543	-.59902	0	0	.21398
96	9	.042964999	.038543999	.046091001	-.00049409998	-.80474001	-.17066	-.59077001	0	0	.21802001
97	9	.041862	.038070999	.047515001	-.00050369999	-.81753999	-.16674	-.61440998	0	0	.21513
98	9	.038793001	.039285	.047929	-.00051019999	-.82089001	-.17836	-.59943002	0	0	.21082
99	9	.038415	.039461002	.045754999	-.0004849	-.82612997	-.18265	-.61311001	0	0	.21504
100	9	.039503001	.042783	.044837002	-.000478	-.80877	-.17002	-.59517998	0	0	.21619999
0	10	.029031999	.043908998	.04682	-.00051009998	-.60421997	-.0095052999	-.30954999	.11244	-.81989998	.16921
1	10	.027502	.045513	.048758	-.00053189998	-.57325	-.014162	-.29358	.10656	-.78900999	.17195
2	10	.029046001	.044588	.043765999	-.0004773	-.57336003	-.0096255001	-.31005001	.10708	-.80944997	.16888
3	10	.027806999	.046271998	.046197001	-.00050349999	-.59046	.000337	-.31560999	.1103	-.84148997	.16745
4	10	.029649001	.046682	.047426	-.00051400001	-.60588998	-.0033123	-.30318999	.11964	-.81208998	.16643
5	10	.032584999	.042957999	.047646001	-.00052080001	-.57745999	-.0092415996	-.29653999	.10956	-.79821998	.17402001
6	10	.028465999	.044764001	.045766	-.00049419998	-.61632001	-.0069744	-.32385999	.11702	-.78627002	.17252
7	10	.028297	.045015998	.044755001	-.00048799999	-.57942998	-.0062213	-.29495001	.10985	-.84461999	.16848999
8	10	.029123999	.046261001	.047251001	-.00051430002	-.58688998	-.023052	-.28777999	.10336	-.80787998	.17048
9	10	.029005	.043026999	.048374001	-.0005269	-.62927997	.0019351	-.29905	.12504999	-.84091002	.17049
10	10	.030299	.044186998	.046709999	-.00051059999	-.58753997	-.0077347001	-.30698001	.10828	-.82868999	.17281
11	10	.028209999	.046705	.049109001	-.00053880003	-.60214001	-.012133	-.29199001	.11507	-.79005003	.17115
12	10	.027272999	.047169998	.048098002	-.00052300002	-.58534998	-.0057823998	-.31657001	.11684	-.84618998	.16805001
13	10	.030487999	.043896001	.047355998	-.00052100001	-.653	-.017130001	-.31422001	.10539	-.84219003	.16821
14	10	.027396999	.043505002	.045106001	-.00049160002	-.60509998	-.0050781001	-.31850001	.11708	-.80444998	.17144001
15	10	.030011	.041747998	.048314001	-.00052549999	-.55615002	-.0042623002	-.31404001	.11514	-.79395002	.17184
16	10	.030306	.042078	.047773998	-.00052070001	-.62138999	-.0089168996	-.27395001	.11199	-.82788998	.16799
17	10	.029549999	.042934999	.048039	-.00052060001	-.59266001	-.0045984001	-.30779999	.11301	-.85077	.17043
18	10	.031012001	.044842999	.047132	-.0005125	-.59499002	-.0002087	-.29028001	.11216	-.77810001	.17197999
19	10	.028329	.044867001	.048027001	-.00052870001	-.58058	-.0019397	-.29159001	.11688	-.82683003	.17358001
20	10	.029820001	.045101002	.045456	-.00049270003	-.59789002	-.020451	-.32910001	.10575	-.78091002	.17092
21	10	.027042	.045228999	.047587998	-.00052060001	-.60738999	-.0059238998	-.32247001	.1108	-.82161999	.17197999
22	10	.031151	.043161999	.049325999	-.00054089999	-.55993003	-.010137	-.30522001	.1124	-.79026002	.17024
23	10	.029456999	.046199001	.045134	-.00049589999	-.58271003	-.00697	-.31628001	.11798	-.8337	.17197999
24	10	.028802	.044953998	.044969998	-.00049110001	-.59235001	.0026177999	-.31720001	.12043	-.79000998	.16937999
25	10	.028263999	.046500001	.044617001	-.00048359999	-.60027999	-.011385	-.32403001	.10575	-.81897002	.17183
26	10	.029066	.043827001	.048843998	-.00053279998	-.62615001	-.0086591998	-.32299	.11242	-.81085002	.16953
27	10	.029461	.043841999	.045421001	-.00049579999	-.60611999	-.011752	-.31725001	.10768	-.85526001	.16976
28	10	.029081	.043997001	.045602001	-.00049499999	-.60666001	-.011864	-.31799001	.10959	-.77942997	.17181
29	10	.028643001	.043317001	.047189001	-.00051829999	-.62488002	-.0046875998	-.30285001	.11387	-.81190002	.17262
30	10	.029622	.040972002	.047522001	-.00051829999	-.63696998	-.012684	-.31672999	.11332	-.80026001	.16855
31	10	.028863	.044376001	.046383999	-.00050099997	-.58038998	-.01069	-.32793	.10766	-.81788999	.17047
32	10	.026823999	.046445001	.048601002	-.0005269	-.62244999	-.012552	-.33193001	.10661	-.82327998	.16993999
33	10	.031748001	.043644	.047724001	-.00052190002	-.62334001	-.01805	-.29363999	.10929	-.78017002	.17078
34	10	.029247001	.043669	.045368001	-.0004975	-.61048001	-.017754	-.33838999	.10809	-.82862002	.17121001
35	10	.028379001	.043113999	.045508999	-.00049890002	-.63283998	-.018856	-.29412001	.10964	-.81331998	.16626
36	10	.030305	.044140998	.049311999	-.0005349	-.57212001	-.014729	-.27950001	.10946	-.79306	.17248
37	10	.029529	.041747	.047550999	-.00051609997	-.58383	-.0028709001	-.31987	.11345	-.80348003	.16932
38	10	.030164	.042167999	.046503	-.00050249998	-.59897	-.0060975999	-.27794001	.11881	-.83572	.17124
39	10	.030335	.043088	.048875999	-.00053399999	-.56234002	.01677	-.30566001	.12806	-.83148003	.17417
40	10	.030621	.04307	.049155999	-.00054039998	-.62469	-.017555	-.32912001	.1041	-.85118997	.17143001
41	10	.026177	.045637	.044190999	-.0004816	-.65030998	-.011033	-.33219999	.10942	-.88665003	.16891
42	10	.028713999	.042057	.046707999	-.00051669998	-.64642	-.0065241	-.32302999	.10915	-.81671	.17071
43	10	.028510001	.046535	.046121001	-.00050299999	-.60551	-.018227	-.30515999	.10659	-.78364003	.1697
44	10	.028529	.042932998	.049724001	-.00054550002	-.57484001	-.0070754001	-.31101	.10816	-.80883998	.16983999
45	10	.031355001	.046066999	.041243002	-.00044910001	-.59886003	-.0078820996	-.30759999	.10283	-.78948998	.17272
46	10	.030657001	.044458002	.051463999	-.00056389999	-.53430998	-.011981	-.32317999	.11029	-.81273001	.17283
47	10	.029727001	.044431001	.048785999	-.00053219998	-.59749001	-.014089	-.30390999	.10775	-.82042998	.17028999
48	10	.028198	.045650002	.045478001	-.00049479998	-.54916	-.0024224999	-.28691	.11785	-.86256999	.16692001
49	10	.028963	.045423001	.042018998	-.00045600001	-.59969002	-.015303	-.33118001	.10573	-.80772001	.17064001
50	10	.029177001	.044062998	.049199	-.00054600002	-.65357	-.018665001	-.33138999	.10017	-.76668	.16748001
51	10	.027283	.046424001	.046452999	-.00050570001	-.60869002	-.0078643002	-.30844	.11149	-.78551	.16896001
52	10	.029903	.046082001	.048989002	-.0005352	-.58595997	-.024312001	-.31889999	.095463	-.78649998	.17242
53	10	.030299	.045628	.047963001	-.00052880001	-.65414	-.0082267998	-.26905999	.11817	-.78535998	.17024
54	10	.027809	.043388002	.044677	-.0004889	-.61492997	-.014212	-.32943001	.1031	-.82125002	.16946
55	10	.030974001	.041894998	.048471998	-.00053339999	-.60487998	-.011704	-.29662001	.10644	-.81304002	.1727
56	10	.029093999	.044151999	.044620998	-.000485	-.62190998	-.0092781	-.31900999	.11441	-.86583	.17021
57	10	.027426001	.046705	.048804998	-.00052980002	-.60755002	-.023925001	-.33645999	.099285997	-.82498002	.17071
58	10	.029487999	.046404999	.047114	-.00051839999	-.58077002	-.0097252997	-.29916	.11081	-.75125998	.1741
59	10	.028565001	.046266001	.051061999	-.00056110002	-.60512	-.0082040997	-.30193999	.11398	-.81993002	.17178001
60	10	.027686	.044231001	.048308	-.00052659999	-.51950002	.0016931	-.29146999	.12125	-.86410999	.16895001
61	10	.030932	.044876002	.046296	-.00050129998	-.59237999	-.0042277998	-.29381999	.12551001	-.84592003	.16906001
62	10	.028734	.043905001	.048641	-.00053670001	-.63563001	-.019710001	-.31790999	.099521004	-.79007	.17047
63	10	.030013001	.045159999	.046282999	-.00050149998	-.57481998	-.0049382998	-.28946999	.1147	-.80962998	.17332
64	10	.029189	.040828999	.045690998	-.00049890002	-.61717999	-.00075369998	-.32602	.11416	-.83850998	.17242
65	10	.028008001	.046390001	.051116999	-.00055549998	-.56607997	-.0033470001	-.27553999	.10989	-.80655998	.16948999
66	10	.028828001	.045185	.047752	-.00052	-.60516	-.013153	-.30853999	.10231	-.80874997	.17126
67	10	.029314	.044470001	.047743998	-.00051879999	-.62638003	-.019114001	-.32978001	.10413	-.75787002	.17293
68	10	.028977999	.045332	.045519002	-.00049110001	-.61049998	-.019291	-.30355	.1062	-.81449002	.16951001
69	10	.027191	.046301	.043325	-.00047	-.60000998	-.017364001	-.31101999	.10029	-.74896997	.17353
70	10	.029595001	.046443	.049263	-.00054009998	-.58113998	-.0049322001	-.30008	.11807	-.78943002	.1692
71	10	.028256999	.047802001	.049536999	-.0005431	-.58781999	-.0072369999	-.30006	.11243	-.80690998	.17048
72	10	.028461	.04135	.050546002	-.00055320002	-.58073002	-.010935	-.31296	.11478	-.81989998	.16853
73	10	.030018	.044247001	.045674998	-.00049830001	-.60126001	-.021139	-.31472999	.10259	-.79754001	.17132001
74	10	.026982	.045364998	.046753999	-.00050630001	-.58740997	-.0050598001	-.30777001	.11093	-.79282999	.16908
75	10	.029385	.045736998	.046443	-.0005044	-.60048002	.0021790001	-.31463999	.11701	-.83494002	.17068
76	10	.0307	.041781999	.044969	-.00049160002	-.59403998	-.010425	-.31724	.11086	-.82754999	.16836999
77	10	.030965	.042011	.051307	-.00056189997	-.58589	-.0003245	-.30021	.11088	-.83484	.17252
78	10	.029345	.044139002	.044027001	-.00047930001	-.61637002	-.0039984998	-.3211	.11227	-.81792998	.16858999
79	10	.031936999	.045108002	.049543999	-.0005427	-.52793002	-.0086994004	-.31769001	.10574	-.77188998	.17361
80	10	.030114001	.040631998	.045981001	-.00050149998	-.59061003	.0072324998	-.30493	.12729	-.82345998	.1673
81	10	.029061999	.043543998	.046108	-.00050369999	-.59074998	-.0091709998	-.3035	.10964	-.80097002	.17246
82	10	.028926	.046659	.044569999	-.00048650001	-.63972002	-.016768999	-.33149001	.10288	-.78228998	.171
83	10	.028641	.044312	.042300001	-.0004552	-.57824999	-.0074053998	-.32545999	.11952	-.85330999	.16936
84	10	.029461	.042842001	.048696999	-.000528	-.57352	-.0047813999	-.28536999	.12287	-.79755002	.17163
85	10	.028407	.044698998	.046530001	-.00051029999	-.59407002	-.018023999	-.34614	.099417001	-.79013002	.16727
86	10	.029953999	.044776998	.046854001	-.00051570003	-.63314003	-.011219	-.32789001	.1091	-.82391	.17310999
87	10	.028444	.043122001	.050021999	-.00054350001	-.59674001	-.0054112002	-.33737001	.11063	-.82708001	.17274
88	10	.030013001	.044059001	.049169999	-.00053630001	-.60592002	-.01511	-.30638999	.099990003	-.86950999	.17467
89	10	.030449999	.04369	.048980001	-.00053219998	-.5862	-.017871	-.32617	.10688	-.79710001	.17185
90	10	.030552	.041972999	.047605999	-.00051849999	-.62055999	-.013488	-.31891999	.10466	-.83349001	.16859999
91	10	.029953999	.045201998	.049304999	-.00054139999	-.58431	-.011049	-.32154	.1133	-.77486002	.17125
92	10	.028756	.042079002	.047510002	-.00052340003	-.64456999	-.011763	-.29431	.11942	-.84915	.16774
93	10	.030082	.044863999	.046603002	-.0005048	-.62264001	-.014506	-.29041001	.10725	-.80432999	.17516001
94	10	.03108	.043095	.046153001	-.000504	-.59289002	-.011192	-.32161999	.10853	-.82297999	.17202
95	10	.027689001	.043234002	.046424001	-.00050600001	-.61953998	-.0085391002	-.32418001	.10854	-.82344002	.16703001
96	10	.027694	.04634	.047279999	-.00051689998	-.60141999	-.011136	-.31687	.1141	-.79484999	.16997001
97	10	.030502001	.045412	.046021	-.00050289999	-.59481001	-.012069	-.30482	.10865	-.87654001	.16848999
98	10	.029131001	.043892	.043838002	-.0004779	-.61150002	.0006263	-.31321001	.11977	-.85141999	.16902
99	10	.028542999	.045437001	.050177999	-.00055210001	-.60813999	-.016007001	-.31812999	.10472	-.80895001	.16943
100	10	.028902	.044619001	.047495	-.00052170001	-.63527	-.014638	-.32653999	.10204	-.84059	.16981
0	11	.027906001	.050825998	.035197999	-.0003816	-.71562999	-.10794	-.45950001	0	0	.19892
1	11	.028393	.050112002	.037670001	-.00040990001	-.70595002	-.10899	-.45592999	0	0	.20068
2	11	.027063999	.052319001	.035620999	-.0003859	-.69313997	-.10738	-.45879	0	0	.19914
3	11	.027907001	.050666999	.035587002	-.00038770001	-.71718001	-.10513	-.4544	0	0	.19941001
4	11	.028826	.050647002	.036361001	-.0003937	-.70276999	-.109	-.44743001	0	0	.20018999
5	11	.028442999	.051238	.035859	-.00038829999	-.70368999	-.10934	-.44578001	0	0	.20059
6	11	.028715	.050533	.035707001	-.0003863	-.71439999	-.11012	-.45190999	0	0	.19871999
7	11	.028214	.051793002	.035544999	-.0003862	-.71281999	-.10754	-.45558	0	0	.19908001
8	11	.028144	.051936999	.034926999	-.00037739999	-.70911998	-.10789	-.45501	0	0	.19960999
9	11	.028379001	.051369	.036672	-.00039930001	-.70130002	-.10707	-.44793999	0	0	.20073999
10	11	.028368	.050388999	.036173999	-.00039229999	-.70108002	-.10875	-.4524	0	0	.20043001
11	11	.028731	.050443999	.036830001	-.00040039999	-.68698001	-.10737	-.45115	0	0	.20088001
12	11	.028851001	.050455	.036010001	-.00039209999	-.70038998	-.11058	-.44999999	0	0	.20020001
13	11	.028221	.050631002	.035321001	-.00038410001	-.70802999	-.10625	-.46127999	0	0	.19992
14	11	.028016999	.0526	.034366	-.0003714	-.70389998	-.10508	-.44391999	0	0	.20067
15	11	.029246001	.051054999	.036343999	-.00039559999	-.69770998	-.10721	-.45978999	0	0	.19941001
16	11	.027407	.051681001	.036262002	-.00039500001	-.70968002	-.10452	-.46226001	0	0	.19986001
17	11	.028612999	.050983999	.035749	-.00038809999	-.71469998	-.10799	-.44817999	0	0	.19907001
18	11	.027148999	.05116	.035753999	-.00038879999	-.70581001	-.10771	-.45059001	0	0	.19938
19	11	.028673001	.050554	.036184002	-.00039259999	-.70190001	-.10797	-.45295	0	0	.19991
20	11	.027169	.051649	.034940999	-.00037960001	-.70694	-.10439	-.45783001	0	0	.20021001
21	11	.028317001	.051075999	.035254002	-.0003819	-.69840997	-.10513	-.44973001	0	0	.20012
22	11	.027863	.051530998	.035367001	-.0003823	-.70858002	-.10854	-.44758999	0	0	.19923
23	11	.02778	.051006999	.035293002	-.00038119999	-.70806003	-.11035	-.45592001	0	0	.1996
24	11	.028501	.051321	.035546001	-.00038529999	-.70283002	-.10434	-.45361	0	0	.19873001
25	11	.027803	.050221998	.034947999	-.00037649999	-.70841002	-.10618	-.46132001	0	0	.19976
26	11	.027353	.051385999	.035440002	-.00038529999	-.70249999	-.10647	-.45626	0	0	.20116
27	11	.028519001	.050528999	.036022998	-.0003902	-.70396	-.10854	-.44878	0	0	.1997
28	11	.028155001	.050462998	.034545999	-.0003742	-.72043002	-.1074	-.45976001	0	0	.19927999
29	11	.027860001	.051665999	.037271	-.0004017	-.71473998	-.11221	-.44832999	0	0	.19983
30	11	.02813	.050923999	.035516001	-.00038730001	-.70082003	-.10896	-.44920999	0	0	.19971
31	11	.028209999	.051057	.035503998	-.0003858	-.70464998	-.1089	-.43878001	0	0	.20093
32	11	.028217999	.051817	.035061002	-.00037960001	-.71113002	-.10689	-.44707999	0	0	.20006999
33	11	.028828001	.050453998	.035562001	-.0003864	-.70393002	-.10643	-.45274001	0	0	.19881999
34	11	.028678	.051135998	.036545001	-.00039520001	-.67672998	-.10508	-.45214	0	0	.20126
35	11	.027953999	.051112998	.035225	-.00038089999	-.69246	-.1086	-.44780999	0	0	.20018999
36	11	.027741	.052203	.035427999	-.0003825	-.71302998	-.10949	-.45357001	0	0	.19916999
37	11	.028209001	.051008001	.033815999	-.00036500001	-.72667003	-.11037	-.44604	0	0	.1987
38	11	.028503999	.051176	.035843	-.00038700001	-.70424002	-.10909	-.45309001	0	0	.20004
39	11	.027905	.051662002	.035326999	-.00038300001	-.70367002	-.10507	-.45892	0	0	.20028
40	11	.028139999	.05156	.035298001	-.00038340001	-.69915998	-.10611	-.45436999	0	0	.19987001
41	11	.027372999	.052023001	.035314001	-.000382	-.70933002	-.10712	-.46305001	0	0	.20020001
42	11	.028372999	.051286001	.035829	-.00038879999	-.68746001	-.10763	-.44826001	0	0	.20062999
43	11	.028166	.051725	.035128001	-.000382	-.69815999	-.10604	-.45343	0	0	.2001
44	11	.028383	.052530002	.035383999	-.00038340001	-.68498999	-.10481	-.44822001	0	0	.19967
45	11	.027314	.051979002	.036230002	-.0003932	-.70371997	-.10655	-.45594999	0	0	.19842
46	11	.028496999	.052051999	.035553001	-.00038670001	-.68374997	-.1058	-.44753	0	0	.20014
47	11	.028429	.052078001	.035285	-.00038039999	-.68892002	-.10762	-.45366001	0	0	.20149
48	11	.028387999	.051536001	.0352	-.00038109999	-.70125997	-.10914	-.44385001	0	0	.19911
49	11	.028554	.050531998	.034451999	-.00037379999	-.70152003	-.10821	-.45820001	0	0	.19761001
50	11	.028976001	.050905999	.035551	-.00038489999	-.70646	-.10959	-.45506001	0	0	.19966
51	11	.027791001	.052434999	.034825999	-.00037649999	-.69502997	-.10731	-.4594	0	0	.1997
52	11	.027469	.051165	.034320999	-.000371	-.70530999	-.10573	-.45486	0	0	.19963001
53	11	.027399	.051313002	.035804	-.00038670001	-.70749998	-.11079	-.44848001	0	0	.19967
54	11	.027897	.050166	.034823	-.00037719999	-.70766002	-.10906	-.45473999	0	0	.20008001
55	11	.028821999	.051424	.034835	-.00037570001	-.70348001	-.10752	-.44933	0	0	.20022
56	11	.027705999	.051463	.035112001	-.00038079999	-.71394002	-.10966	-.45565999	0	0	.20015
57	11	.028728999	.050439999	.034775998	-.00037540001	-.72684997	-.1065	-.45612001	0	0	.19862001
58	11	.027593	.050999999	.035135001	-.00038000001	-.70861	-.11175	-.45214	0	0	.19934
59	11	.027569	.050941002	.035748001	-.00038879999	-.71262002	-.10738	-.45460001	0	0	.19927
60	11	.027658001	.051323999	.035517	-.0003828	-.71517998	-.10802	-.46136999	0	0	.19983
61	11	.028751001	.050512999	.035358001	-.0003823	-.70359999	-.11024	-.45074999	0	0	.19848999
62	11	.027435999	.050673001	.035195999	-.00038139999	-.72257	-.11048	-.45537999	0	0	.1979
63	11	.028173	.051693	.035537001	-.00038469999	-.71061999	-.10763	-.45500001	0	0	.19881999
64	11	.028052	.050259002	.035006002	-.00038089999	-.72428	-.10664	-.46090001	0	0	.19879
65	11	.028286001	.051249001	.035681002	-.00038720001	-.70476002	-.10686	-.44929999	0	0	.19897
66	11	.027495001	.051102001	.034768999	-.00037620001	-.70959002	-.1059	-.45519999	0	0	.19909
67	11	.027088	.0513	.034366999	-.0003711	-.72207999	-.10956	-.4596	0	0	.19836999
68	11	.027778	.050639998	.035225999	-.0003825	-.70732999	-.10633	-.45956001	0	0	.19927999
69	11	.028557001	.051259998	.036375999	-.0003938	-.69270003	-.10574	-.4542	0	0	.19958
70	11	.027158	.050999999	.036262002	-.00039470001	-.71504003	-.10961	-.45354	0	0	.19942001
71	11	.027868001	.051249001	.036754999	-.00039940001	-.69261003	-.10823	-.45186001	0	0	.20029999
72	11	.027495001	.053036001	.035666	-.00038690001	-.70561999	-.10562	-.44435999	0	0	.19978
73	11	.027952	.050933	.035673998	-.0003866	-.70239002	-.10661	-.44995999	0	0	.19915
74	11	.028835	.049869001	.035727002	-.0003897	-.70225	-.10564	-.44977	0	0	.20172
75	11	.028509	.051773001	.035128001	-.00038119999	-.69464999	-.10849	-.44683999	0	0	.20073999
76	11	.028501	.051376	.034961	-.00037739999	-.69338	-.10589	-.45153001	0	0	.20166001
77	11	.027690999	.051065002	.034770001	-.00037699999	-.70412999	-.10823	-.45710999	0	0	.19850001
78	11	.028165	.052062001	.036384001	-.00039639999	-.69097	-.10823	-.45837	0	0	.19949999
79	11	.027491	.051566999	.035723001	-.00038680001	-.70708001	-.10877	-.45315	0	0	.19933
80	11	.02703	.050918002	.035124	-.00038049999	-.70912999	-.10513	-.46777001	0	0	.19986001
81	11	.027654	.051029999	.035390999	-.00038119999	-.70227998	-.10688	-.45074001	0	0	.19933
82	11	.028906001	.051766999	.034619998	-.00037590001	-.69204003	-.10604	-.45061001	0	0	.20046
83	11	.028362	.050990999	.036138002	-.00039189999	-.70011997	-.10684	-.45827001	0	0	.20048
84	11	.027969999	.050953999	.035960998	-.0003931	-.68526	-.10552	-.45649001	0	0	.19857
